00000000;40;52;2;102;103;0;0
00000000;25;48;-18;105;72;6;1
00000000;23;121;56;150;25;18;18
00000000;27;229;146;308;130;0;0
00000000;41;65;27;123;95;0;0
00000000;46;162;100;225;127;0;0
00000000;23;-27;-41;-16;0;0;-1
00000000;28;-78;-106;-39;67;0;0
00000000;38;166;131;219;58;16;41
